AllerHaliteFm,depositedIn,ContinentalDepositionalEnv
EkofiskFm,constitutedBy,Limestone
ZechsteinkalkFm,hasAge,UpperPermian
Siltstone,type,SedimentaryRock
PlattendolomitFm,depositedIn,MarineDepositionalEnv
CementstoneFm,constitutedBy,Mudstone
AbyssalFan,type,DeepMarineDepositionalEnvironment
EkofiskFm,type,LithostratigraphicUnit
BroomFm,constitutedBy,Sandstone
HeatherFm,constitutedBy,Siltstone
OuterShelfDepositionalEnvironment,type,MarineDepositionalEnvironment
LarkFm,constitutedBy,Mudstone
CretaceousPeriod,subClassOf,MesozoicEra
MouseFm,isMemberOf,StronsayGp
AlluvialFan,type,AlluvialDepositionalEnvironment
MiddleJurassic,type,MiddleJurassicEpoch
StatfjordFm,constitutedBy,Siltstone
Andesite,type,IgneousExtrusiveRock
LossieheadFm,type,LithostratigraphicUnit
FlounderFm,constitutedBy,Mudstone
KupferschieferFm,constitutedBy,Mudstone
StassfurtHaliteFm,depositedIn,ContinentalDepositionalEnv
VolcanicTuff,type,IgneousExtrusiveRock
NessFm,constitutedBy,Sandstone
PentlandFm,constitutedBy,Mudstone
Breccia,type,SedimentaryRock
HidraFm,depositedIn,MarineDepositionalEnv
MackerelFm,constitutedBy,Limestone
PentlandFm,constitutedBy,VolcanicDeposits
NessFm,hasAge,MiddleJurassic
ScremerstonFm,constitutedBy,Sandstone
AeolianDepositionalEnvironment,subClassOf,ContinentalDepositionalEnvironment
BowlandShaleFm,constitutedBy,Limestone
FindhornFm,isMemberOf,RotliegendGp
BasalanhydritFm,hasAge,UpperPermian
TurbotAnhydriteFm,isMemberOf,ZechsteinGp
BurtonFm,type,LithostratigraphicUnit
JorsalfareFm,isMemberOf,ShetlandGp
ProdeltaDepositionalEnvironment,type,DeltaicDepositionalEnvironment
MackerelFm,depositedIn,MarineDepositionalEnv
Evaporites,type,SedimentaryRock
ShearwaterSaltFm,constitutedBy,Halite
DornochFm,isMemberOf,MorayGp
CaisterCoalFm,constitutedBy,Sandstone
Dolostone,type,SedimentaryRock
GrenzanhydritFm,constitutedBy,Anhydrite
JorsalfareFm,type,LithostratigraphicUnit
MainsFm,constitutedBy,Sandstone
ScoltHeadFm,hasAge,UpperPermian
GrauerSalztonFm,hasAge,UpperPermian
SvarteFm,type,LithostratigraphicUnit
SmithBankFm,depositedIn,ContinentalDepositionalEnv
StronsayGp,type,LithostratigraphicUnit
ScremerstonFm,constitutedBy,Siltstone
StatfjordFm,depositedIn,ContinentalDepositionalEnv
BeatriceFm,depositedIn,MarineDepositionalEnv
LarkFm,hasAge,Oligocene
AgglutinatedForaminifera,type,AgglutinatedFossil
AllerHaliteFm,constitutedBy,Mudstone
RannochFm,type,LithostratigraphicUnit
BeachDepositionalEnvironment,subClassOf,TransitionalDepositionalEnvironment
OrrinFm,depositedIn,TransitionalDepositionalEnv
HeatherFm,hasAge,UpperJurassic
ListaFm,depositedIn,MarineDepositionalEnv
DowsingFm,hasAge,MidTriassic
BroomFm,depositedIn,TransitionalDepositionalEnv
MacbethFm,constitutedBy,Mudstone
WickSandstoneFm,hasAge,EarlyCretaceous
DornochFm,constitutedBy,Siltstone
UpperJurassicEpoch,subClassOf,JurassicPeriod
AmundsenFm,isMemberOf,DunlinGp
Halite,type,SedimentaryRock
GolspieFm,depositedIn,TransitionalDepositionalEnv
EmeraldFm,isMemberOf,HumberGp
CaisterCoalFm,type,LithostratigraphicUnit
BasalanhydritFm,constitutedBy,Anhydrite
LeineHaliteFm,depositedIn,TransitionalDepositionalEnv
BrigFm,isMemberOf,ConybeareGp
VolcanicDepositionalEnv,type,VolcanicDepositionalEnvironment
BraeFm,type,LithostratigraphicUnit
FlounderFm,isMemberOf,ShetlandGp
JorsalfareFm,depositedIn,MarineDepositionalEnv
PiperFm,type,LithostratigraphicUnit
CookFm,hasAge,LowerJurassic
SchoonerFm,isMemberOf,ConybeareGp
BeulyFm,isMemberOf,MorayGp
BalderFm,type,LithostratigraphicUnit
HauptanhydritFm,depositedIn,TransitionalDepositionalEnv
TidalPlatform,type,TidalDepositionalEnvironment
ValhallFm,constitutedBy,Mudstone
DowsingFm,isMemberOf,HaisboroughGp
FindhornFm,hasAge,EarlyMidPermian
SvarteFm,depositedIn,MarineDepositionalEnv
GrauerSalztonFm,constitutedBy,Mudstone
KupferschieferFm,isMemberOf,ZechsteinGp
BasalanhydritFm,constitutedBy,Dolostone
DeepMarineDepositionalEnvironment,subClassOf,MarineDepositionalEnvironment
TaySandstoneMb,hasAge,MidLateEocene
TaySandstoneMb,type,LithostratigraphicUnit
UpperCoastalPlain,type,TransitionalDepositionalEnvironment
MaureenFm,depositedIn,MarineDepositionalEnv
StotfieldCalcreteFm,constitutedBy,Limestone
AmundsenFm,type,LithostratigraphicUnit
NessFm,depositedIn,TransitionalDepositionalEnv
BraeFm,constitutedBy,Mudstone
ForeshoreDepositionalEnvironment,type,BeachDepositionalEnvironment
BroraCoalFm,contains,Dinoflagagellates
NessFm,type,LithostratigraphicUnit
PegmatitanhydritFm,depositedIn,TransitionalDepositionalEnv
TriassicPeriod,subClassOf,MesozoicEra
SpekeFm,depositedIn,ContinentalDepositionalEnv
CaisterCoalFm,isMemberOf,ConybeareGp
Turbidity-flowDeposit,type,DeepMarineDepositionalEnvironment
MillstoneGritFm,hasAge,MidCarboniferous
CormorantFm,hasAge,Triassic
LossieheadFm,constitutedBy,Siltstone
HauptdolomitFm,depositedIn,MarineDepositionalEnv
GrenzanhydritFm,depositedIn,ContinentalDepositionalEnv
TritonFm,type,LithostratigraphicUnit
AlluvialChannel,type,AlluvialDepositionalEnvironment
IgneousExtrusiveRock,subClassOf,IgneousRock
SkadeFm,hasAge,Oligocene
RotersalztonFm,depositedIn,ContinentalDepositionalEnv
SedimentaryRock,subClassOf,Rock
BunterSandstoneFm,isMemberOf,BactonGp
NansenFm,constitutedBy,Sandstone
GridSandstoneMb,hasAge,MidLateEocene
BowlandShaleFm,hasAge,MidCarboniferous
ScremerstonFm,hasAge,EarlyCarboniferous
KyrreFm,type,LithostratigraphicUnit
JurassicPeriod,subClassOf,MesozoicEra
CaisterCoalFm,constitutedBy,Coal
EmeraldFm,hasAge,UpperJurassic
ShallowMarineToDeepMarineDepositionalEnvironment,type,ShallowMarineDepositionalEnvironment
PiperFm,constitutedBy,Sandstone
MainsFm,hasAge,LowerJurassic
LeineHaliteFm,constitutedBy,Halite
ListaFm,hasAge,LatePaleocene
DudgeonFm,depositedIn,TransitionalDepositionalEnv
Chitinozoans,type,SiliceousFossil
BosiesBankFm,constitutedBy,Sandstone
HeatherFm,depositedIn,MarineDepositionalEnv
DudgeonFm,constitutedBy,Halite
SkagerrakFm,constitutedBy,Sandstone
HauptdolomitFm,type,LithostratigraphicUnit
BrigFm,hasAge,LateCarboniferous
TritonFm,hasAge,LateTriassic
Fossil,subClassOf,Matter
HumberGp,type,LithostratigraphicUnit
Basalt,type,IgneousExtrusiveRock
PlattendolomitFm,constitutedBy,Dolostone
MainsFm,contains,PollenSpores
VolcanicDeposits,type,IgneousExtrusiveRock
Clinoforms,type,DeltaicDepositionalEnvironment
SchoonerFm,constitutedBy,Mudstone
BalderFm,depositedIn,MarineDepositionalEnv
FraserburghFm,depositedIn,TransitionalDepositionalEnv
WickSandstoneFm,constitutedBy,Sandstone
OpenMarine,type,MarineDepositionalEnvironment
MillstoneGritFm,constitutedBy,Mudstone
HerringFm,constitutedBy,Mudstone
IngeVolcanicDepositsFm,hasAge,LowerPermian
PentlandFm,contains,PollenSpores
CarrackFm,hasAge,EarlyCretaceous
FluvioDeltaicDepositionalEnvironment,type,DeltaicDepositionalEnvironment
LagoonalDepositionalEnv,type,LagoonalDepositionalEnvironment
PegmatitanhydritFm,constitutedBy,Anhydrite
LowerCretaceousEpoch,subClassOf,CretaceousPeriod
AmundsenFm,constitutedBy,Siltstone
FulmarFm,type,LithostratigraphicUnit
HuginFm,constitutedBy,Mudstone
GrenzanhydritFm,type,LithostratigraphicUnit
ReefalDepositionalEnvironment,type,MarineDepositionalEnvironment
DeepMarineDepositionalEnvironment,type,DeepMarineDepositionalEnvironment
CookFm,constitutedBy,Mudstone
IngeVolcanicDepositsFm,constitutedBy,Basalt
TidalDepositionalEnvironment,subClassOf,TransitionalDepositionalEnvironment
Obsedian,type,IgneousExtrusiveRock
DowsingFm,type,LithostratigraphicUnit
MacbethFm,constitutedBy,Limestone
FellSandstoneFm,type,LithostratigraphicUnit
StatfjordFm,isMemberOf,BanksGp
Foraminifera,type,CalcareousFossil
TurbotAnhydriteFm,depositedIn,TransitionalDepositionalEnv
KyrreFm,constitutedBy,Mudstone
FulmarFm,isMemberOf,HumberGp
